11501,1.4012813265516817e-231
11502,1.421239870917185e-231
11503,1.3020095722934844e-231
11504,1.4693090644643686e-231
11505,1.4959003140449574e-231
11506,1.5319719891192393e-231
11507,1.4816746066915526e-231
11508,1.4409104529338234e-231
11509,1.4370213204318094e-231
11510,1.5089282518441185e-231
11511,1.631311666114947e-231
11512,1.503850462789979e-231
11513,1.5133991993599357e-231
11514,1.5954973720936847e-231
11515,1.6859072569905154e-231
11516,1.2662006142931263e-231
11517,1.5057747795382668e-231
11518,1.419366116189521e-231
11519,1.5319719891192393e-231
11520,1.631311666114947e-231
11521,1.4875195904069663e-231
11522,1.4816746066915526e-231
11523,1.548359047172952e-231
11524,1.5164169595070107e-231
11525,1.493481712256803e-231
11526,1.3949832735659357e-231
11527,1.327670614572074e-231
11528,1.4637115948630222e-231
11529,1.467548355412945e-231
11530,1.3568676344828118e-231
11531,1.4740564900137075e-231
11532,1.577752784286939e-231
11533,1.5089282518441185e-231
11534,1.554020417830878e-231
11535,1.5057747795382668e-231
11536,1.568913485350841e-231
11537,1.4256605770826504e-231
11538,1.5319719891192393e-231
11539,1.568913485350841e-231
11540,1.5450112242428573e-231
11541,1.5057747795382668e-231
11542,1.404215963202711e-231
11543,1.4256605770826504e-231
11544,1.312319241431207e-231
11545,1.4111849909420337e-231
11546,1.5319719891192393e-231
11547,1.5319719891192393e-231
11548,1.5973073550060255e-231
11549,1.47813414027758e-231
11550,1.4012813265516817e-231
11551,1.384292958842266e-231
11552,1.5498928371140283e-231
11553,1.479368491365877e-231
11554,1.467548355412945e-231
11555,1.7152383803069824e-231
11556,1.3483065280626046e-231
11557,1.4222539563792313e-231
11558,1.646211035903463e-231
11559,1.6034157163765524e-231
11560,1.3165594234639305e-231
11561,1.384292958842266e-231
11562,1.4999270000333066e-231
11563,1.337299023427136e-231
11564,1.4709758953511775e-231
11565,1.554020417830878e-231
11566,1.312319241431207e-231
11567,1.5606193790650325e-231
11568,1.4488496539373276e-231
11569,1.646211035903463e-231
11570,1.5209100960292437e-231
11571,1.575996796275088e-231
11572,1.479368491365877e-231
11573,1.501620878508543e-231
11574,1.577752784286939e-231
11575,1.6170630380477262e-231
11576,1.5656618337072542e-231
11577,1.6241092312213074e-231
11578,1.5606193790650325e-231
11579,1.3949832735659357e-231
11580,1.419366116189521e-231
11581,1.501620878508543e-231
11582,1.3531653690559654e-231
11583,1.4386816597928502e-231
11584,1.4122726102394687e-231
11585,1.2183324802375697e-231
11586,1.5319719891192393e-231
11587,1.556890273854021e-231
11588,1.4347128449946335e-231
11589,1.638238835360601e-231
11590,1.583976781977924e-231
11591,1.384292958842266e-231
11592,1.583976781977924e-231
11593,1.556890273854021e-231
11594,1.6034157163765524e-231
11595,1.4555112072788072e-231
11596,1.568913485350841e-231
11597,1.4959003140449574e-231
11598,1.583976781977924e-231
11599,1.4370213204318094e-231
11600,1.5319719891192393e-231
11601,1.666413723655783e-231
11602,1.579654840524264e-231
11603,1.627176495556336e-231
11604,1.7152383803069824e-231
11605,1.5057747795382668e-231
11606,1.589161718025585e-231
11607,1.49214645682067e-231
11608,1.4816746066915526e-231
11609,1.421239870917185e-231
11610,1.4816746066915526e-231
11611,1.6034157163765524e-231
11612,1.467548355412945e-231
11613,1.583976781977924e-231
11614,1.432598302999796e-231
11615,1.5470671319495933e-231
11616,1.3991003373328715e-231
11617,1.4837867640225538e-231
11618,1.5517434587230355e-231
11619,1.337299023427136e-231
11620,1.5175856825011328e-231
11621,1.4990070811707523e-231
11622,1.5973073550060255e-231
11623,1.4111849909420337e-231
11624,1.4740564900137075e-231
